"","processo","digital","situacao","cd_processo","v1","area","assunto","classe","distribuicao","orgao_julgador","origem","outros_numeros","processo_principal","recurso","relator","revisor","secao","ultima_carga","valor_da_acao","volume_apenso"
"2492","10113968020198260554",TRUE,"Encerrado","RI00618JU0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 8ª Vara Cível",NA,NA,NA,"GIFFONI FERREIRA",NA," Direito Privado 1
",NA,"30.000,00","1 / 0"
"2493","10114036820188260114",TRUE,"Encerrado","RI00551V00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Campinas / Foro de Campinas / 7ª Vara Cível",NA,NA,NA,"ANA MARIA BALDY",NA," Direito Privado 1
",NA,"87.761,13","1 / 0"
"2494","10114187320148260309",TRUE,"Encerrado","RI005TURT0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Jundiaí / Foro de Jundiaí / 2ª Vara Cível","
                            
                            
                                    0022643-10.2014.8.26.0309
                            
                        ",NA,NA,"FERNANDA GOMES CAMACHO",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"2495","10114280320168260001",TRUE,"Encerrado","RI006B09S0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 6ª Vara Cível",NA,NA,NA,"GIFFONI FERREIRA",NA," Direito Privado 1
",NA,"70.496,95","1 / 0"
"2496","10114411920178260566",FALSE,NA,"RI00538W70000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497","10114411920178260566",FALSE,NA,"RI00538W70000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2498","10114516520158260006",TRUE,"Encerrado","RI006I1NT0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Penha de França / 3ª Vara Cível","
                            
                            
                                    0007655-83.2015.8.26.0006
                            
                        ",NA,NA,"ALVARO PASSOS",NA," Direito Privado 1
",NA,"500.000,00","1 / 1"
"2499","10114625120168260009",TRUE,"Encerrado","RI004QNRK0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Tatuapé / 3ª Vara Cível",NA,NA,NA,"ANGELA LOPES",NA," Direito Privado 1
",NA,"40.865,00","1 / 0"
"2500","10114631720178260004",TRUE,"Encerrado","RI006KTMD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Lapa / 4ª Vara Cível",NA,NA,NA,"BERETTA DA SILVEIRA",NA," Direito Privado 1
",NA,"234.250,00","1 / 0"
"2501","10114670720198260482",TRUE,"Encerrado","RI005VCKR0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Presidente Prudente / Foro de Presidente Prudente / 2ª Vara Cível",NA,NA,NA,"JOSÉ APARÍCIO COELHO PRADO NETO",NA," Direito Privado 1
",NA,"133.000,00","1 / 0"
"2502","10114688220168260001",TRUE,"Encerrado","RI0064QIO0000",NA,"Cível","DIREITO DO CONSUMIDOR - Contratos de Consumo - Serviços Profissionais"," Apelação Cível
",NA," 27ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 6ª Vara Cível",NA,NA,NA,"DAISE FAJARDO NOGUEIRA JACOT",NA," Direito Privado 3
",NA,"36.182,57","1 / 0"
"2503","10114727820218260637",TRUE,"Encerrado","RI006VY0S0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Tupã / Foro de Tupã / 2ª Vara Cível",NA,NA,NA,"THEODURETO CAMARGO",NA," Direito Privado 1
",NA,"26.000,00","1 / 0"
"2504","10114904320178260604",TRUE,"Encerrado","RI0061Q1E0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de Sumaré / Foro de Sumaré / 1ª Vara Cível",NA,NA,NA,"CARLOS ALBERTO DE SALLES",NA," Direito Privado 1
",NA,"50.000,00","1 / 0"
"2505","10115945220188260005",TRUE,"Encerrado","RI0074D7R0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de São Miguel Paulista / 1ª Vara Cível",NA,NA,NA,"EMERSON SUMARIVA JÚNIOR",NA," Direito Privado 1
",NA,"94.700,00","1 / 0"
"2506","10115945820188260100",TRUE,"Encerrado","RI005ODEL0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 10ª Vara Cível",NA,NA,NA,"VITO GUGLIELMI",NA," Direito Privado 1
",NA,"234.344,00","1 / 0"
"2507","10116037220178260482",FALSE,NA,"RI006UUBL0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2508","10116037220178260482",FALSE,NA,"RI006UUBL0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2509","10116101220178260564",TRUE,"Encerrado","RI005ZIUS0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 1ª Vara Cível",NA,NA,NA,"ALEXANDRE MARCONDES",NA," Direito Privado 1
",NA,"46.850,00","1 / 0"
"2510","10116193420198260004",TRUE,"Encerrado","RI0065W310000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Lapa / 3ª Vara Cível",NA,NA,NA,"AUGUSTO REZENDE",NA," Direito Privado 1
",NA,"12.500,00","1 / 0"
"2511","10116264020198260161",TRUE,"Remetido a Outro Tribunal","RI006JEL90000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de Diadema / Foro de Diadema / 1ª Vara Cível",NA,NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"49.900,00","1 / 0"
"2512","10116279320168260625",TRUE,"Encerrado","RI006WVHE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Tremembé / Foro de Tremembé / 1ª Vara",NA,NA,NA,"ERICKSON GAVAZZA MARQUES",NA," Direito Privado 1
",NA,"225.949,68","1 / 0"
"2513","10116345920188260320",TRUE,"Encerrado","RI0062V9B0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Limeira / Foro de Limeira / 3ª Vara Cível",NA,NA,NA,"ANA MARIA BALDY",NA," Direito Privado 1
",NA,"39.613,21","1 / 0"
"2514","10116458520188260127",TRUE,"Julgado","RI0070P3Q0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Carapicuíba / Foro de Carapicuíba / 2ª Vara Cível",NA,NA,NA,"MARIA DO CARMO HONÓRIO",NA," Direito Privado 1
",NA,"38.160,00","1 / 0"
"2515","10116492520188260127",TRUE,"Encerrado","RI006187F0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Carapicuíba / Foro de Carapicuíba / 3ª Vara Cível",NA,NA,NA,"MARCIA DALLA DÉA BARONE",NA," Direito Privado 1
",NA,"21.340,00","1 / 0"
"2516","10116514520178260348",TRUE,"Encerrado","RI0050BWN0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de Mauá / Foro de Mauá / 5ª Vara Cível",NA,NA,NA,"VIVIANI NICOLAU",NA," Direito Privado 1
",NA,"281.100,00","1 / 0"
"2517","10116514520178260348",TRUE,"Encerrado","RI005KX0U0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de Mauá / Foro de Mauá / 5ª Vara Cível",NA,NA,NA,"VIVIANI NICOLAU",NA," Direito Privado 1
",NA,"281.100,00","1 / 0"
"2518","10116634620178260223",TRUE,"Encerrado","RI006PJF10000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Guarujá / Foro de Guarujá / 2ª Vara Cível",NA,NA,NA,"MOREIRA VIEGAS",NA," Direito Privado 1
",NA,"9.995,00","1 / 0"
"2519","10116656120158260554",TRUE,"Encerrado","RI006N2XJ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 5ª Vara Cível","
                            
                            
                                    0022887-43.2015.8.26.0554
                            
                        ",NA,NA,"JOSÉ APARÍCIO COELHO PRADO NETO",NA," Direito Privado 1
",NA,"80.000,00","1 / 0"
"2520","10116734620218260451",TRUE,"Encerrado","RI006RS0Y0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de Piracicaba / Foro de Piracicaba / 4ª Vara Cível",NA,NA,NA,"ALEXANDRE MARCONDES",NA," Direito Privado 1
",NA,"7.423,19","1 / 0"
"2521","10116848420188260482",FALSE,NA,"RI006923P0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522","10116848420188260482",FALSE,NA,"RI006923P0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2523","10116932620198260348",FALSE,NA,"RI006R77J0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524","10116932620198260348",FALSE,NA,"RI006R77J0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525","10116954220168260302",TRUE,"Encerrado","RI005T9M30000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Jaú / Foro de Jaú / 3ª Vara Cível",NA,NA,NA,"JOSÉ APARÍCIO COELHO PRADO NETO",NA," Direito Privado 1
",NA,"1.500.000,00","1 / 0"
"2526","10117017420198260292",TRUE,"Encerrado","RI006VSYX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de Jacareí / Foro de Jacareí / 3ª Vara Cível",NA,NA,NA,"JOÃO PAZINE NETO",NA," Direito Privado 1
",NA,"16.500,00","1 / 0"
"2527","10117141420198260344",FALSE,NA,"RI006DHXA0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528","10117141420198260344",FALSE,NA,"RI006DHXA0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529","10117325020208260554",TRUE,"Encerrado","RI006MX040000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 9ª Vara Cível",NA,NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"27.421,91","1 / 0"
"2530","10117373520188260007",TRUE,"Encerrado","RI0061C1Q0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Itaquera / 3ª Vara Cível",NA,NA,NA,"ADEMIR MODESTO DE SOUZA",NA," Direito Privado 1
",NA,"60.000,00","1 / 0"
"2531","10117456820188260344",TRUE,"Encerrado","RI005BZJM0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Marília / Foro de Marília / 2ª Vara Cível",NA,NA,NA,"COSTA NETTO",NA," Direito Privado 1
",NA,"7.828,60","1 / 0"
"2532","10117495720158260006",TRUE,"Encerrado","RI005WPPU0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Penha de França / 1ª Vara Cível",NA,NA,NA,"CLAUDIO GODOY",NA," Direito Privado 1
",NA,"63.040,00","1 / 0"
"2533","10117878520198260020",FALSE,NA,"RI0065QTE0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2534","10117878520198260020",FALSE,NA,"RI0065QTE0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535","10118507420188260011",TRUE,"Julgado","RI005XLWI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Pinheiros / 3ª Vara Cível",NA,NA,NA,"ALEXANDRE MARCONDES",NA," Direito Privado 1
",NA,"500.000,00","1 / 0"
"2536","10118578820158260361",TRUE,"Encerrado","RI0049T5I0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Mogi das Cruzes / Foro de Mogi das Cruzes / 3ª Vara Cível",NA,NA,NA,"ERICKSON GAVAZZA MARQUES",NA," Direito Privado 1
",NA,"78.800,00","1 / 0"
"2537","10118679720158260114",TRUE,"Encerrado","RI00569CX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de Campinas / Foro de Campinas / 6ª Vara Cível",NA,NA,NA,"MARIA DO CARMO HONÓRIO",NA," Direito Privado 1
",NA,"40.160,00","1 / 0"
"2538","10119143620208260554",TRUE,"Encerrado","RI006V21S0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 5ª Vara Cível",NA,NA,NA,"MARIA DO CARMO HONÓRIO",NA," Direito Privado 1
",NA,"50.000,00","1 / 0"
"2539","10119292020178260001",TRUE,"Encerrado","RI006USIN0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 5ª Vara Cível",NA,NA,NA,"MARCIA DALLA DÉA BARONE",NA," Direito Privado 1
",NA,"200.000,00","1 / 0"
"2540","10119339020198260032",TRUE,"Julgado","RI006NO1G0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de Araçatuba / Foro de Araçatuba / 4ª Vara Cível",NA,NA,NA,"ALEXANDRE MARCONDES",NA," Direito Privado 1
",NA,"199.600,00","1 / 0"
"2541","10119625720188260071",TRUE,"Encerrado","RI005SIUF0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Bauru / Foro de Bauru / 5ª Vara Cível",NA,NA,NA,"VITO GUGLIELMI",NA," Direito Privado 1
",NA,"22.949,00","1 / 0"
"2542","10119663320168260114",TRUE,"Encerrado","RI005MTNU0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 10ª Câmara de Direito Privado
","Comarca de Campinas / Foro de Campinas / 7ª Vara Cível",NA,NA,NA,"WILSON LISBOA RIBEIRO",NA," Direito Privado 1
",NA,"264.000,00","1 / 0"
"2543","10119790620188260100",TRUE,"Encerrado","RI005Y6H70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 16ª Vara Cível",NA,NA,NA,"VITO GUGLIELMI",NA," Direito Privado 1
",NA,"839.520,00","1 / 0"
"2544","10120086220188260001",TRUE,"Encerrado","RI0068E4R0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 9ª Vara Cível",NA,NA,NA,"CLAUDIO GODOY",NA," Direito Privado 1
",NA,"204.000,00","1 / 0"
"2545","10120123020178260100",TRUE,"Encerrado","RI005XLZS0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 14ª Vara Cível",NA,NA,NA,"AUGUSTO REZENDE",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"2546","10120486720208260100",TRUE,"Julgado","RI0070X6O0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 6ª Vara Cível",NA,NA,NA,"CLAUDIO GODOY",NA," Direito Privado 1
",NA,"78.000,00","1 / 0"
"2547","10120835120178260320",TRUE,"Encerrado","RI0065S740000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 10ª Câmara de Direito Privado
","Comarca de Limeira / Foro de Limeira / 2ª Vara Cível",NA,NA,NA,"COELHO MENDES",NA," Direito Privado 1
",NA,"81.616,00","1 / 0"
"2548","10120838620188260006",TRUE,"Encerrado","RI006NW4X0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Penha de França / 4ª Vara Cível",NA,NA,NA,"NATAN ZELINSCHI DE ARRUDA",NA," Direito Privado 1
",NA,"21.010,00","1 / 0"
"2549","10120986420188260003",TRUE,"Encerrado","RI006BQL70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Jabaquara / 1ª Vara Cível","
                            
                            
                                    1018357-41.2019.8.26.0003
                            
                        ",NA,NA,"FÁBIO QUADROS",NA," Direito Privado 1
",NA,"400.000,00","1 / 0"
"2550","10121429420158260001",TRUE,"Encerrado","RI00675FC0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 8ª Vara Cível",NA,NA,NA,"HERTHA HELENA DE OLIVEIRA",NA," Direito Privado 1
",NA,"10.000,00","1 / 0"
"2551","10121524620178260009",TRUE,"Encerrado","RI006RIAI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Vila Prudente / 2ª Vara Cível",NA,NA,NA,"BENEDITO ANTONIO OKUNO",NA," Direito Privado 1
",NA,"56.589,50","1 / 0"
"2552","10121605720168260009",TRUE,"Encerrado","RI004UA770000",NA,"Cível","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - Responsabilidade da Administração - Indenização por Dano Moral - Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Público
","Comarca de São Paulo / Foro Fazenda Pública / Acidente Trabalho / 2ª Vara de Fazenda Pública",NA,NA,NA,"MARREY UINT",NA," Direito Público
",NA,"80.160,00","1 / 0"
"2553","10121768020178260007",TRUE,"Encerrado","RI006FDRV0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Itaquera / 4ª Vara Cível",NA,NA,NA,"FERNANDA GOMES CAMACHO",NA," Direito Privado 1
",NA,"30.000,00","1 / 0"
"2554","10122001820208260100",TRUE,"Encerrado","RI006IC3I0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 45ª Vara Cível",NA,NA,NA,"JOSÉ RUBENS QUEIROZ GOMES",NA," Direito Privado 1
",NA,"78.671,55","1 / 0"
"2555","10122288320208260100",TRUE,"Remetido a Outro Tribunal","RI006LW3O0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 19ª Vara Cível",NA,NA,NA,"SALLES ROSSI",NA," Direito Privado 1
",NA,"235.125,00","1 / 0"
"2556","10122624620168260602",TRUE,"Julgado","RI006ZHH70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Sorocaba / Foro de Sorocaba / 3ª Vara Cível",NA,NA,NA,"FERNANDA GOMES CAMACHO",NA," Direito Privado 1
",NA,"454.893,35","1 / 0"
"2557","10123176520188260007",TRUE,"Encerrado","RI005FP7Q0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 10ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 26ª Vara Cível",NA,NA,NA,"COELHO MENDES",NA," Direito Privado 1
",NA,"500.000,00","1 / 0"
"2558","10123243020168260071",TRUE,"Encerrado","RI005SSO00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de Bauru / Foro de Bauru / 6ª Vara Cível",NA,NA,NA,"JOÃO PAZINE NETO",NA," Direito Privado 1
",NA,"18.530,00","1 / 0"
"2559","10123292620208260002",TRUE,"Encerrado","RI006N7RI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 5ª Vara Cível",NA,NA,NA,"CARLOS ALBERTO DE SALLES",NA," Direito Privado 1
",NA,"31.350,00","1 / 0"
"2560","10124002220168260405",TRUE,"Encerrado","RI0055VS00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de Osasco / Foro de Osasco / 6ª Vara Cível",NA,NA,NA,"EDSON LUIZ DE QUEIROZ",NA," Direito Privado 1
",NA,"333.600,00","1 / 0"
"2561","10124022420198260037",TRUE,"Encerrado","RI006E5AF0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Araraquara / Foro de Araraquara / 4ª Vara Cível",NA,NA,NA,"SILVÉRIO DA SILVA",NA," Direito Privado 1
",NA,"80.000,00","1 / 0"
"2562","10124032420188260011",TRUE,"Encerrado","RI00661240000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Pinheiros / 4ª Vara Cível",NA,NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"52.700,00","1 / 0"
"2563","10124071520188260576",TRUE,"Encerrado","RI00651X80000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de São José do Rio Preto / Foro de São José do Rio Preto / 1ª Vara Cível",NA,NA,NA,"LUIS MARIO GALBETTI",NA," Direito Privado 1
",NA,"110.000,00","1 / 0"
"2564","10124584820148260032",TRUE,"Encerrado","RI004U1C50000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 11ª Câmara de Direito Público
","Comarca de Araçatuba / Foro de Araçatuba / Vara da Fazenda Pública",NA,NA,NA,"JARBAS GOMES",NA," Direito Público
",NA,"640.016,00","1 / 0"
"2565","10124598220208260562",TRUE,"Encerrado","RI006C4YN0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Santos / Foro de Santos / 5ª Vara Cível",NA,NA,NA,"NATAN ZELINSCHI DE ARRUDA",NA," Direito Privado 1
",NA,"52.069,69","1 / 0"
"2566","10124659420208260625",TRUE,"Encerrado","RI006E8950000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Taubaté / Foro de Taubaté / 1ª Vara Cível",NA,NA,NA,"FERNANDA GOMES CAMACHO",NA," Direito Privado 1
",NA,"10.148,99","1 / 0"
